,,,"LOC",,,,,,,,,"I","S","D","ACCIDENT",,"COMMON","P","ENVIR",,,"R","R","T","NO","P","D","V","S","PERSN",,"O L","O L","O L","O L","OA","M","S D","Total Accidents","PDO","Injury","Fatal",,,,,,,,,,,
10,5,"SJ","R021.140","D","F","J","Z",3,3,"UO","H"," n/a ","S","sun",2/2/1997,1915,926513582," other than driver ","cloudy","dark w/lights","dry","obs. on rd","none","other",4,"car","S","on SR","unk",0,0," n/a  n/a ","V5 int. lanes "," n/a  n/a "," n/a  n/a "," none  unk "," straight ","no drinking  unk ",,,,,,,,,,,,,,,
10,5,"SJ","R021.140","D","F","J","Z",3,3,"UO","H"," n/a ","S","sun",2/2/1997,1915,926513582," other than driver ","cloudy","dark w/lights","dry","obs. on rd","none","other",4,"car","S","on SR","unk",0,0," n/a  n/a ","V5 left lane "," n/a  n/a "," n/a  n/a "," none  unk "," straight ","no drinking  unk ",,,,,,,,,,,,,,,
10,5,"SJ","R016.450","D","F","J","N",3,3,"UI","H"," n/a ","N","fri",2/7/1997,500,926513465," speeding ","clear","dark","dry","normal","none","rearend",2,"car","N","on SR","unk",0,1,"V2 right lane "," n/a  n/a "," n/a  n/a "," n/a  n/a "," none  unk "," straight ","no drinking  unk ",1,,1,,,,,,,,,,,,
10,5,"SJ","R016.450","D","F","J","N",3,3,"UI","H"," n/a ","N","fri",2/7/1997,500,926513465," speeding ","clear","dark","dry","normal","none","rearend",2,"semi w/1 trailer","N","on SR","unk",0,0,"V1 right lane "," n/a  n/a "," n/a  n/a "," n/a  n/a "," oth. viol.  unk "," straight ","no drinking  unk ",,,,,,,,,,,,,,,
10,5,"SJ","R016.540","D","F","K","Z",3,3,"UI","H"," n/a ","N","fri",2/7/1997,505,926513193," speeding ","clear","dark w/lights","dry","normal","none","rearend",2,"car","N","on SR","unk",0,0,"V2 right lane "," n/a  n/a "," n/a  n/a "," n/a  n/a "," previous collision  unk "," stopped ","unk",1,,1,,,,,,,,,,,,
10,5,"SJ","R016.540","D","F","K","Z",3,3,"UI","H"," n/a ","N","fri",2/7/1997,505,926513193," speeding ","clear","dark w/lights","dry","normal","none","rearend",2,"pickup","N","on SR","unk",0,1,"V1 right lane "," no obj. involved  beyond median "," n/a  n/a "," n/a  n/a "," none  unk "," straight ","no drinking  unk ",,,,,,,,,,,,,,,
10,5,"SJ","R021.020","D","F","J","Z",3,3,"UO","H"," n/a ","S","fri",2/14/1997,1210,926513262," speeding ","clear","day ","dry","normal","none","rearend",2,"pickup","S","on SR","unk",0,1,"V2 right lane "," n/a  n/a "," n/a  n/a "," n/a  n/a "," none  unk "," straight ","no drinking  unk ",1,,1,,,,,,,,,,,,
10,5,"SJ","R021.020","D","F","J","Z",3,3,"UO","H"," n/a ","S","fri",2/14/1997,1210,926513262," speeding ","clear","day ","dry","normal","none","rearend",2,"pickup","S","on SR","unk",0,0,"V1 right lane "," n/a  n/a "," n/a  n/a "," n/a  n/a "," none  unk "," straight ","no drinking  unk ",,,,,,,,,,,,,,,
10,5,"SJ","R015.037","D","F","J","N",3,3,"UI","R",2,"N","sat",2/15/1997,300,926513689," speeding ","clear","dark","dry","normal","none","hit obj.",1,"car","W","on SR","unk",0,0," wall  beyond shoulder drivers left "," n/a  n/a "," n/a  n/a "," n/a  n/a "," none  unk "," straight ","no drinking  unk ",1,1,,,,,,,,,,,,,
10,5,"SJ","R016.270","D","F","J","N",3,3,"UI","H"," n/a ","S","mon",2/17/1997,1420,926513647," speeding ","cloudy","day ","dry","normal","none","rearend",2,"car","S","on SR","unk",0,0,"V2 int. lanes "," n/a  n/a "," n/a  n/a "," n/a  n/a "," none  unk "," straight ","no drinking  unk ",1,1,,,,,,,,,,,,,
10,5,"SJ","R016.270","D","F","J","N",3,3,"UI","H"," n/a ","S","mon",2/17/1997,1420,926513647," speeding ","cloudy","day ","dry","normal","none","rearend",2,"car","S","on SR","unk",0,0,"V1 int. lanes "," n/a  n/a "," n/a  n/a "," n/a  n/a "," none  unk "," lane change ","no drinking  unk ",,,,,,,,,,,,,,,
10,5,"SJ","R014.736","D","F","J","N",3,3,"UI","R",2,"S","fri",2/21/1997,1005,926509361," imp turn ","clear","day ","dry","normal","none","hit obj.",1,"car","S","on SR","unk",0,0," guardrail  beyond shoulder driver's right "," traffic sign/signpost  beyond shoulder driver's right "," n/a  n/a "," n/a  n/a "," speed  unk "," ran off road ","no drinking  unk ",1,1,,,,,,,,,,,,,
10,5,"SJ","R012.720","D","F","J","Z",4,3,"RO","H"," n/a ","N","wed",2/26/1997,2315,926612056," speeding ","clear","dark w/lights","dry","normal","none","rearend",2,"car","N","on SR","unk",0,0,"V2 right lane "," n/a  n/a "," n/a  n/a "," n/a  n/a "," none  unk "," straight ","no drinking  unk ",1,1,,,,,,,,,,,,,
10,5,"SJ","R012.720","D","F","J","Z",4,3,"RO","H"," n/a ","N","wed",2/26/1997,2315,926612056," speeding ","clear","dark w/lights","dry","normal","none","rearend",2,"emerg. veh.","N","on SR","unk",0,0,"V1 right lane "," n/a  n/a "," n/a  n/a "," n/a  n/a "," none  unk "," straight ","no drinking  unk ",,,,,,,,,,,,,,,
10,5,"SJ","R013.020","D","F","Q","G",5,3,"UI","H"," n/a ","N","fri",3/7/1997,645,926608693," other viol. ","clear","day ","dry","normal","none","sideswipe",2,"car","N","on SR","unk",0,1,"V2 int. lanes "," n/a  n/a "," n/a  n/a "," n/a  n/a "," none  unk "," lane change ","no drinking  unk ",1,,1,,,,,,,,,,,,
10,5,"SJ","R013.020","D","F","Q","G",5,3,"UI","H"," n/a ","N","fri",3/7/1997,645,926608693," other viol. ","clear","day ","dry","normal","none","sideswipe",2,"emerg. veh.","N","on SR","unk",0,0,"V1 left lane "," side of bridge  beyond shoulder drivers left "," n/a  n/a "," n/a  n/a "," none  unk "," straight ","no drinking  unk ",,,,,,,,,,,,,,,
10,5,"SJ","R012.930","D","F","J","Z",5,3,"RO","H"," n/a ","S","mon",3/10/1997,1045,926613444," other viol. ","clear","day ","dry","normal","none","hit obj.",1,"semi w/1 trailer","S","on SR","unk",0,0," n/a  n/a "," n/a  n/a "," n/a  n/a "," n/a  n/a "," none  unk "," straight ","no drinking  unk ",1,1,,,,,,,,,,,,,
10,5,"SJ","R012.930","D","F","J","Z",5,3,"RO","H"," n/a ","S","mon",3/10/1997,1045,926613444," other viol. ","clear","day ","dry","normal","none","hit obj.",1,"lost tow","S","on SR","unk",0,0," guardrail  beyond shoulder driver's right "," rollover  beyond shoulder driver's right "," n/a  n/a "," n/a  n/a "," unk  unk "," ran off road ","unk",,,,,,,,,,,,,,,
10,5,"SJ","R020.450","D","F","J","Z",3,3,"UO","H"," n/a ","N","tue",3/11/1997,1725,926508470," other than driver ","clear","day ","dry","normal","none","hit obj.",1,"pickup","N","on SR","unk",0,2," other obj. on rd.  left lane "," n/a  n/a "," n/a  n/a "," n/a  n/a "," none  unk "," straight ","no drinking  unk ",1,,1,,,,,,,,,,,,
10,5,"SJ","R013.730","D","F","J","Z",5,5,"UI","H"," n/a ","S","fri",3/14/1997,1930,926606783," other viol. ","clear","dark","dry","normal","none","sideswipe",2,"semi w/1 trailer","S","on SR","unk",0,0,"V2 int. lanes "," n/a  n/a "," n/a  n/a "," n/a  n/a "," none  unk "," straight ","no drinking  unk ",1,1,,,,,,,,,,,,,
10,5,"SJ","R013.730","D","F","J","Z",5,5,"UI","H"," n/a ","S","fri",3/14/1997,1930,926606783," other viol. ","clear","dark","dry","normal","none","sideswipe",2,"car","S","on SR","unk",0,0,"V1 int. lanes "," n/a  n/a "," n/a  n/a "," n/a  n/a "," none  unk "," straight ","no drinking  unk ",,,,,,,,,,,,,,,
10,5,"SJ","R019.860","D","F","J","Z",3,3,"UO","H"," n/a ","S","sat",3/15/1997,405,926512723," other viol. ","clear","dark","dry","normal","none","sideswipe",2,"car","S","on SR","unk",0,0,"V2 int. lanes "," n/a  n/a "," n/a  n/a "," n/a  n/a "," none  unk "," straight "," legal drinking  unk ",1,1,,,,,,,,,,,,,
10,5,"SJ","R019.860","D","F","J","Z",3,3,"UO","H"," n/a ","S","sat",3/15/1997,405,926512723," other viol. ","clear","dark","dry","normal","none","sideswipe",2,"car","S","on SR","unk",0,0,"V1 right lane "," n/a  n/a "," n/a  n/a "," n/a  n/a "," none  unk "," lane change ","no drinking  unk ",,,,,,,,,,,,,,,
10,5,"SJ","R016.360","D","F","J","N",3,3,"UI","H"," n/a ","N","sun",3/16/1997,1855,926513711," dui ","rain","dark","wet","normal","none","sideswipe",2,"car","N","on SR","unk",0,0,"V2 int. lanes "," n/a  n/a "," n/a  n/a "," n/a  n/a "," oth. viol.  unk "," lane change ","dui unk ",1,1,,,,,,,,,,,,,
10,5,"SJ","R016.360","D","F","J","N",3,3,"UI","H"," n/a ","N","sun",3/16/1997,1855,926513711," dui ","rain","dark","wet","normal","none","sideswipe",2,"car","N","on SR","unk",0,0,"V1 left lane "," n/a  n/a "," n/a  n/a "," n/a  n/a "," none  unk "," straight ","no drinking  unk ",,,,,,,,,,,,,,,
10,5,"SJ","R018.040","D","F","K","Z",3,3,"UI","H"," n/a ","S","tue",3/18/1997,920,926509361," imp turn ","clear","day ","dry","normal","none","hit obj.",1,"car","S","on SR","unk",0,1," over embankment  beyond shoulder driver's right "," rollover  beyond shoulder driver's right "," n/a  n/a "," n/a  n/a "," inattention  unk "," ran off road ","no drinking  unk ",1,,1,,,,,,,,,,,,
10,5,"SJ","R013.520","D","F","J","Z",5,5,"UI","H"," n/a ","N","wed",3/19/1997,2056,926610027," speeding ","rain","dark w/lights","wet","normal","none","rearend",2,"car","N","on SR","unk",0,0,"V2 right lane "," n/a  n/a "," n/a  n/a "," n/a  n/a "," none  unk "," lane change ","no drinking  unk ",1,,1,,,,,,,,,,,,
10,5,"SJ","R013.520","D","F","J","Z",5,5,"UI","H"," n/a ","N","wed",3/19/1997,2056,926610027," speeding ","rain","dark w/lights","wet","normal","none","rearend",2,"car","N","on SR","unk",0,1,"V1 right lane "," n/a  n/a "," n/a  n/a "," n/a  n/a "," none  unk "," straight ","no drinking  unk ",,,,,,,,,,,,,,,
10,5,"SJ","R014.790","D","F","J","N",3,3,"UI","H"," n/a ","N","sun",3/23/1997,1450,926513582," imp turn ","clear","day ","dry","constr.","none","hit obj.",1,"car","N","on SR","unk",0,1," side of bridge  beyond shoulder drivers left "," temp barricades, cones, etc.  right lane "," rollover  right lane "," n/a  n/a "," none  unk "," other ","no drinking  unk ",1,,1,,,,,,,,,,,,
10,5,"SJ","R015.670","D","F","J","N",3,3,"UI","H"," n/a ","S","wed",3/26/1997,1158,926512620," other viol. ","clear","day ","dry","normal","none","hit obj.",4,"car","S","on SR","unk",0,0," median barrier  beyond shoulder drivers left ","V2 left shoulder area "," n/a  n/a "," n/a  n/a "," none  unk "," straight ","no drinking  unk ",1,1,,,,,,,,,,,,,
10,5,"SJ","R015.670","D","F","J","N",3,3,"UI","H"," n/a ","S","wed",3/26/1997,1158,926512620," other viol. ","clear","day ","dry","normal","none","hit obj.",4,"semi w/1 trailer","S","on SR","unk",0,0," n/a  n/a ","V1 left lane "," n/a  n/a "," n/a  n/a "," none  unk "," stopped ","no drinking  unk ",,,,,,,,,,,,,,,
10,5,"SJ","R015.670","D","F","J","N",3,3,"UI","H"," n/a ","S","wed",3/26/1997,1158,926512620," other viol. ","clear","day ","dry","normal","none","hit obj.",4,"car","S","on SR","unk",0,0," n/a  n/a "," n/a  n/a "," n/a  n/a "," n/a  n/a "," none  unk "," lane change "," imp. unk  unk ",,,,,,,,,,,,,,,
10,5,"SJ","R015.670","D","F","J","N",3,3,"UI","H"," n/a ","S","wed",3/26/1997,1158,926512620," other viol. ","clear","day ","dry","normal","none","hit obj.",4,"car","S","on SR","unk",0,0," n/a  n/a "," n/a  n/a "," n/a  n/a "," n/a  n/a "," none  unk "," straight "," imp. unk  unk ",,,,,,,,,,,,,,,
10,5,"SJ","R014.930","D","F","J","N",3,3,"UI","H"," n/a ","S","thu",3/27/1997,1115,926511055," other viol. ","clear","day ","dry","constr.","none","sideswipe",2,"other veh.","S","on SR","unk",0,0,"V2 left lane "," n/a  n/a "," n/a  n/a "," n/a  n/a "," none  unk "," straight ","no drinking  unk ",1,1,,,,,,,,,,,,,
10,5,"SJ","R014.930","D","F","J","N",3,3,"UI","H"," n/a ","S","thu",3/27/1997,1115,926511055," other viol. ","clear","day ","dry","constr.","none","sideswipe",2,"semi w/1 trailer","S","on SR","unk",0,0,"V1 right lane "," n/a  n/a "," n/a  n/a "," n/a  n/a "," none  unk "," straight ","no drinking  unk ",,,,,,,,,,,,,,,
10,5,"SJ","R019.080","D","F","K","Z",3,3,"UI","H"," n/a ","N","thu",3/27/1997,1640,926505841," other viol. ","clear","day ","dry","normal","none","sideswipe",2,"car","N","on SR","unk",0,0,"V2 int. lanes "," n/a  n/a "," n/a  n/a "," n/a  n/a "," none  unk "," straight ","no drinking  unk ",1,1,,,,,,,,,,,,,
10,5,"SJ","R019.080","D","F","K","Z",3,3,"UI","H"," n/a ","N","thu",3/27/1997,1640,926505841," other viol. ","clear","day ","dry","normal","none","sideswipe",2,"car","N","on SR","unk",0,0,"V1 right lane "," n/a  n/a "," n/a  n/a "," n/a  n/a "," inattention  unk "," lane change "," imp. unk  unk ",,,,,,,,,,,,,,,
10,5,"SJ","R014.850","D","F","J","G",3,3,"UI","H"," n/a ","N","sat",3/29/1997,1530,926505841," other viol. ","clear","day ","dry","constr.","cont. works","sideswipe",2,"semi w/1 trailer","N","on SR","unk",0,0,"V2 right lane "," n/a  n/a "," n/a  n/a "," n/a  n/a "," none  unk "," straight ","no drinking  unk ",1,1,,,,,,,,,,,,,
10,5,"SJ","R014.850","D","F","J","G",3,3,"UI","H"," n/a ","N","sat",3/29/1997,1530,926505841," other viol. ","clear","day ","dry","constr.","cont. works","sideswipe",2,"car","N","on SR","unk",0,0,"V1 right lane "," n/a  n/a "," n/a  n/a "," n/a  n/a "," inattention  unk "," merging "," imp. unk  unk ",,,,,,,,,,,,,,,
10,5,"SJ","R015.970","D","F","J","N",3,3,"UI","H"," n/a ","N","sat",3/29/1997,1955,926505841," other viol. ","clear","dark","dry","normal","none","hit obj.",2,"car","N","on SR","unk",0,2," dike or curb  beyond shoulder driver's right "," rollover  beyond shoulder driver's right "," n/a  n/a "," n/a  n/a "," none  unk "," straight ","no drinking  unk ",1,,1,,,,,,,,,,,,
10,5,"SJ","R015.970","D","F","J","N",3,3,"UI","H"," n/a ","N","sat",3/29/1997,1955,926505841," other viol. ","clear","dark","dry","normal","none","hit obj.",2,"pickup","N","on SR","unk",0,0," n/a  n/a "," n/a  n/a "," n/a  n/a "," n/a  n/a "," inattention  unk "," lane change "," imp. unk  unk ",,,,,,,,,,,,,,,
10,5,"SJ","R015.010","D","F","J","N",3,3,"UI","H"," n/a ","N","sun",3/30/1997,2240,926513258," imp turn ","clear","dark","dry","constr.","none","hit obj.",1,"car","N","on SR","unk",0,0," median barrier  beyond shoulder drivers left "," n/a  n/a "," n/a  n/a "," n/a  n/a "," none  unk "," straight ","no drinking  unk ",1,1,,,,,,,,,,,,,
10,5,"SJ","R015.010","D","F","J","N",3,3,"UI","H"," n/a ","N","sun",3/30/1997,2241,926513258," speeding ","clear","dark","dry","constr.","none","rearend",3,"car","N","on SR","unk",0,0,"V2 left lane "," n/a  n/a "," n/a  n/a "," n/a  n/a "," previous collision  unk "," stopped ","no drinking  unk ",1,1,,,,,,,,,,,,,
10,5,"SJ","R015.010","D","F","J","N",3,3,"UI","H"," n/a ","N","sun",3/30/1997,2241,926513258," speeding ","clear","dark","dry","constr.","none","rearend",3,"car","N","on SR","unk",0,0,"V1 left lane ","V3 left lane "," n/a  n/a "," n/a  n/a "," previous collision  unk "," straight ","no drinking  unk ",,,,,,,,,,,,,,,
10,5,"SJ","R015.010","D","F","J","N",3,3,"UI","H"," n/a ","N","sun",3/30/1997,2241,926513258," speeding ","clear","dark","dry","constr.","none","rearend",3,"car","N","on SR","unk",0,0," n/a  n/a ","V2 left lane "," n/a  n/a "," n/a  n/a "," speed  unk "," straight ","no drinking  unk ",,,,,,,,,,,,,,,
10,5,"SJ","R018.840","D","F","K","Z",3,3,"UI","H"," n/a ","N","mon",3/31/1997,2000,926513737," other viol. ","clear","dark w/lights","dry","constr.","none","sideswipe",2,"semi w/1 trailer","N","on SR","unk",0,0,"V2 right lane "," n/a  n/a "," n/a  n/a "," n/a  n/a "," unk  unk "," lane change "," imp. unk  unk ",1,1,,,,,,,,,,,,,
10,5,"SJ","R018.840","D","F","K","Z",3,3,"UI","H"," n/a ","N","mon",3/31/1997,2000,926513737," other viol. ","clear","dark w/lights","dry","constr.","none","sideswipe",2,"pickup","N","on SR","unk",0,0,"V1 left lane "," temp barricades, cones, etc.  beyond shoulder drivers left "," n/a  n/a "," n/a  n/a "," unk  unk "," straight ","no drinking  unk ",,,,,,,,,,,,,,,
10,5,"SJ","R014.930","D","F","J","N",3,3,"UI","H"," n/a ","S","tue",4/1/1997,1430,926505841," other than driver ","G","day ","dry","constr.","cont. works","hit obj.",1,"semi","S","on SR","unk",0,0," other obj. on rd.  right lane "," n/a  n/a "," n/a  n/a "," n/a  n/a "," wind  unk "," straight ","no drinking  unk ",1,1,,,,,,,,,,,,,
10,5,"SJ","R014.790","D","F","J","N",3,3,"UI","H"," n/a ","N","wed",4/2/1997,1745,926505841," other viol. ","clear","day ","dry","constr.","cont. works","sideswipe",2,"semi w/1 trailer","N","on SR","unk",0,0,"V2 right lane "," n/a  n/a "," n/a  n/a "," n/a  n/a "," wind  unk "," straight ","no drinking  unk ",1,1,,,,,,,,,,,,,
10,5,"SJ","R014.790","D","F","J","N",3,3,"UI","H"," n/a ","N","wed",4/2/1997,1745,926505841," other viol. ","clear","day ","dry","constr.","cont. works","sideswipe",2,"car","N","on SR","unk",0,0,"V1 left lane "," n/a  n/a "," n/a  n/a "," n/a  n/a "," inattention  unk "," passing ","no drinking  unk ",,,,,,,,,,,,,,,
10,5,"SJ","R016.570","D","F","K","Z",3,3,"UI","H"," n/a ","S","thu",4/3/1997,2300,926512483," dui ","clear","dark","dry","normal","none","hit obj.",2,"car","S","on SR","unk",0,1," side of bridge  beyond shoulder driver's right "," rollover  beyond shoulder driver's right ","V2 right lane "," n/a  n/a "," imp. turn  unk "," ran off road ","dui unk ",1,,1,,,,,,,,,,,,
10,5,"SJ","R016.570","D","F","K","Z",3,3,"UI","H"," n/a ","S","thu",4/3/1997,2300,926512483," dui ","clear","dark","dry","normal","none","hit obj.",2,"semi w/1 trailer","S","on SR","unk",0,1," n/a  n/a ","V1 int. lanes "," over embankment  beyond shoulder driver's right "," n/a  n/a "," none  unk "," straight ","no drinking  unk ",,,,,,,,,,,,,,,
10,5,"SJ","R014.590","D","F","Q","G",3,4,"UI","H"," n/a ","N","fri",4/4/1997,1500,926508175," tailgating ","clear","day ","dry","constr.","cont. works","rearend",2,"pickup","N","on SR","unk",0,0,"V2 right lane "," n/a  n/a "," n/a  n/a "," n/a  n/a "," stop & go traffic  unk "," straight ","no drinking  unk ",1,,1,,,,,,,,,,,,
10,5,"SJ","R014.590","D","F","Q","G",3,4,"UI","H"," n/a ","N","fri",4/4/1997,1500,926508175," tailgating ","clear","day ","dry","constr.","cont. works","rearend",2,"pickup","N","on SR","unk",0,2,"V1 right lane "," n/a  n/a "," n/a  n/a "," n/a  n/a "," stop & go traffic  unk "," slowing, stopping ","no drinking  unk ",,,,,,,,,,,,,,,
10,5,"SJ","R013.390","D","F","J","Z",5,5,"UI","H"," n/a ","N","fri",4/4/1997,1625,926610714," imp turn ","clear","day ","dry","normal","none","sideswipe",2,"pickup w/trailer","N","on SR","unk",0,0,"V2 int. lanes "," n/a  n/a "," n/a  n/a "," n/a  n/a "," on/off ramp  unk "," merging ","no drinking  unk ",1,1,,,,,,,,,,,,,
10,5,"SJ","R013.390","D","F","J","Z",5,5,"UI","H"," n/a ","N","fri",4/4/1997,1625,926610714," imp turn ","clear","day ","dry","normal","none","sideswipe",2,"semi w/1 trailer","N","on SR","unk",0,0,"V1 int. lanes "," n/a  n/a "," n/a  n/a "," n/a  n/a "," none  unk "," straight ","no drinking  unk ",,,,,,,,,,,,,,,
10,5,"SJ","R014.540","D","F","Q","G",3,4,"UI","H"," n/a ","S","sat",4/5/1997,1245,926509361," other viol. ","clear","day ","dry","constr.","cont. works","sideswipe",2,"car","S","on SR","unk",0,0,"V2 int. lanes "," dike or curb  beyond shoulder driver's right "," n/a  n/a "," n/a  n/a "," speed  unk "," lane change ","no drinking  unk ",1,1,,,,,,,,,,,,,
10,5,"SJ","R014.540","D","F","Q","G",3,4,"UI","H"," n/a ","S","sat",4/5/1997,1245,926509361," other viol. ","clear","day ","dry","constr.","cont. works","sideswipe",2,"car","S","on SR","unk",0,0,"V1 right lane "," n/a  n/a "," n/a  n/a "," n/a  n/a "," none  unk "," straight ","no drinking  unk ",,,,,,,,,,,,,,,
10,5,"SJ","R018.610","D","F","K","Z",3,3,"UI","H"," n/a ","S","sat",4/5/1997,2315,926509361," imp turn ","clear","dark","dry","normal","none","car-ped.",2,"dism. ped.","E"," n/a ","unk",0,1,"V2 n/a "," n/a  n/a "," n/a  n/a "," n/a  n/a "," none  unk ",6," Drinking...imp unk.  unk ",1,,1,,,,,,,,,,,,
10,5,"SJ","R018.610","D","F","K","Z",3,3,"UI","H"," n/a ","S","sat",4/5/1997,2315,926509361," imp turn ","clear","dark","dry","normal","none","car-ped.",2,"pickup","S","on SR","unk",0,0,"V1 beyond shoulder driver's right "," trees  beyond shoulder driver's right "," n/a  n/a "," n/a  n/a "," inattention  unk "," ran off road "," imp. unk  unk ",,,,,,,,,,,,,,,
10,5,"SJ","R014.910","D","F","J","N",3,3,"UI","H"," n/a ","S","sun",4/6/1997,1455,926505841," other viol. ","clear","day ","dry","constr.","none","sideswipe",2,"car","S","on SR","unk",0,0,"V2 right lane "," n/a  n/a "," n/a  n/a "," n/a  n/a "," inattention  unk "," straight ","no drinking  unk ",1,1,,,,,,,,,,,,,
10,5,"SJ","R014.910","D","F","J","N",3,3,"UI","H"," n/a ","S","sun",4/6/1997,1455,926505841," other viol. ","clear","day ","dry","constr.","none","sideswipe",2,"car","S","on SR","unk",0,0,"V1 left lane "," n/a  n/a "," n/a  n/a "," n/a  n/a "," inattention  unk "," straight ","no drinking  unk ",,,,,,,,,,,,,,,
10,5,"SJ","R014.510","D","F","Q","G",3,4,"UI","H"," n/a ","S","tue",4/8/1997,1130,926511055," other viol. ","clear","day ","dry","constr.","cont. works","sideswipe",2,"car","S","on SR","unk",0,0,"V2 left lane "," n/a  n/a "," n/a  n/a "," n/a  n/a "," oth. viol.  unk "," straight ","no drinking  unk ",1,1,,,,,,,,,,,,,
10,5,"SJ","R014.510","D","F","Q","G",3,4,"UI","H"," n/a ","S","tue",4/8/1997,1130,926511055," other viol. ","clear","day ","dry","constr.","cont. works","sideswipe",2,"semi w/1 trailer","S","on SR","unk",0,0,"V1 right lane "," n/a  n/a "," n/a  n/a "," n/a  n/a "," none  unk "," lane change ","no drinking  unk ",,,,,,,,,,,,,,,
10,5,"SJ","R014.370","D","F","J","Z",4,4,"UI","H"," n/a ","N","wed",4/9/1997,1640,926606783," tailgating ","clear","day ","dry","constr.","unk","rearend",2,"car","N","on SR","unk",0,0,"V2 int. lanes "," n/a  n/a "," n/a  n/a "," n/a  n/a "," stop & go traffic  unk "," straight ","no drinking  unk ",1,1,,,,,,,,,,,,,
10,5,"SJ","R014.370","D","F","J","Z",4,4,"UI","H"," n/a ","N","wed",4/9/1997,1640,926606783," tailgating ","clear","day ","dry","constr.","unk","rearend",2,"pickup","N","on SR","unk",0,0,"V1 int. lanes "," n/a  n/a "," n/a  n/a "," n/a  n/a "," stop & go traffic  unk "," straight ","no drinking  unk ",,,,,,,,,,,,,,,
10,5,"SJ","R014.830","D","F","J","G",3,3,"UI","H"," n/a ","S","sat",4/12/1997,105,926513762," imp turn ","clear","dark","dry","constr.","cont. works","hit obj.",1,"semi w/2 trailers","S","on SR","unk",0,0," call box  beyond shoulder driver's right "," n/a  n/a "," n/a  n/a "," n/a  n/a "," none  unk "," other ","no drinking  unk ",1,1,,,,,,,,,,,,,
10,5,"SJ","R015.040","D","F","J","N",3,3,"UI","H"," n/a ","N","thu",4/17/1997,1710,926513711," unk ","clear","day ","dry","normal","none","hit obj.",3,"semi w/1 trailer","N","on SR","unk",0,0," n/a  n/a "," n/a  n/a "," n/a  n/a "," n/a  n/a "," none  unk "," lane change "," imp. unk  unk ",1,,1,,,,,,,,,,,,
10,5,"SJ","R015.040","D","F","J","N",3,3,"UI","H"," n/a ","N","thu",4/17/1997,1710,926513711," unk ","clear","day ","dry","normal","none","hit obj.",3,"car","N","on SR","unk",0,0," n/a  n/a "," n/a  n/a "," n/a  n/a "," n/a  n/a "," none  unk "," straight ","no drinking  unk ",,,,,,,,,,,,,,,
10,5,"SJ","R015.040","D","F","J","N",3,3,"UI","H"," n/a ","N","thu",4/17/1997,1710,926513711," unk ","clear","day ","dry","normal","none","hit obj.",3,"car","N","on SR","unk",0,1," median barrier  beyond shoulder drivers left "," n/a  n/a "," n/a  n/a "," n/a  n/a "," none  unk "," straight ","no drinking  unk ",,,,,,,,,,,,,,,
10,5,"SJ","R014.750","D","F","J","N",3,3,"UI","H"," n/a ","S","fri",4/18/1997,1925,926513711," speeding ","rain","dark w/lights","wet","normal","none","hit obj.",1,"semi","S","on SR","unk",0,1," dike or curb  beyond shoulder driver's right "," rollover  right shoulder area "," n/a  n/a "," n/a  n/a "," none  unk "," straight ","no drinking  unk ",1,,1,,,,,,,,,,,,
